Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,36,54,55,72,45.5,63.0,0,tracked object
Object 126,37,12,61,26,49.0,19.0,0,tracked object
Object 125,38,128,56,143,47.0,135.5,0,tracked object
Object 13,83,74,103,94,93.0,84.0,0,tracked object
Object 118,104,16,126,34,115.0,25.0,0,tracked object
Object 36,113,90,154,116,133.5,103.0,0,tracked object
Object 99,146,52,164,70,155.0,61.0,0,tracked object
Object 117,170,7,184,23,177.0,15.0,0,tracked object
Object 122,184,115,201,133,192.5,124.0,0,tracked object
Object 128,203,52,221,72,212.0,62.0,0,tracked object
