Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,27,144,49,164,38.0,154.0,0,tracked object
Object 40,38,60,60,81,49.0,70.5,0,tracked object
Object 54,49,17,73,32,61.0,24.5,0,tracked object
Object 13,86,91,109,112,97.5,101.5,0,tracked object
Object 36,118,116,162,141,140.0,128.5,0,tracked object
Object 48,119,33,141,53,130.0,43.0,0,tracked object
Object 43,157,76,175,95,166.0,85.5,0,tracked object
Object 60,184,34,196,50,190.0,42.0,0,tracked object
Object 64,189,146,206,165,197.5,155.5,0,tracked object
Object 65,212,82,228,103,220.0,92.5,0,tracked object
