Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,60,55,80,66,70.0,60.5,0,tracked object
Object 40,65,92,82,108,73.5,100.0,0,tracked object
Object 71,74,157,92,170,83.0,163.5,0,tracked object
Object 13,109,104,127,122,118.0,113.0,0,tracked object
Object 48,119,48,137,64,128.0,56.0,0,tracked object
Object 36,139,110,177,139,158.0,124.5,0,tracked object
Object 43,162,74,179,90,170.5,82.0,0,tracked object
Object 70,175,26,189,41,182.0,33.5,0,tracked object
Object 72,210,127,228,147,219.0,137.0,0,tracked object
Object 73,217,61,237,80,227.0,70.5,0,tracked object
