Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,58,137,75,151,66.5,144.0,0,tracked object
Object 40,60,71,77,87,68.5,79.0,0,tracked object
Object 67,62,34,83,46,72.5,40.0,0,tracked object
Object 13,101,91,119,108,110.0,99.5,0,tracked object
Object 48,122,40,141,56,131.5,48.0,0,tracked object
Object 36,128,108,165,130,146.5,119.0,0,tracked object
Object 43,158,73,174,89,166.0,81.0,0,tracked object
Object 70,180,31,193,46,186.5,38.5,0,tracked object
Object 72,191,131,207,148,199.0,139.5,0,tracked object
Object 73,210,73,227,91,218.5,82.0,0,tracked object
