Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 166,0,141,47,180,23.5,160.5,0,tracked object
Object 165,28,77,43,99,35.5,88.0,0,tracked object
Object 167,60,20,78,45,69.0,32.5,0,tracked object
Object 13,85,68,102,87,93.5,77.5,0,tracked object
Object 170,94,0,108,8,101.0,4.0,0,new object
Object 36,99,102,137,121,118.0,111.5,0,tracked object
Object 135,138,35,158,54,148.0,44.5,0,tracked object
Object 163,142,147,159,161,150.5,154.0,0,tracked object
Object 99,149,85,166,101,157.5,93.0,0,tracked object
Object 162,194,112,206,132,200.0,122.0,0,tracked object
Object 156,197,63,212,80,204.5,71.5,0,tracked object
Object 169,212,160,240,180,226.0,170.0,0,tracked object
