Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,46,63,65,73,55.5,68.0,0,tracked object
Object 40,50,97,66,112,58.0,104.5,0,tracked object
Object 71,57,157,73,170,65.0,163.5,0,tracked object
Object 13,90,110,107,126,98.5,118.0,0,tracked object
Object 48,100,59,117,75,108.5,67.0,0,tracked object
Object 36,117,117,151,142,134.0,129.5,0,tracked object
Object 43,138,84,154,99,146.0,91.5,0,tracked object
Object 70,153,41,164,55,158.5,48.0,0,tracked object
Object 72,180,133,197,149,188.5,141.0,0,tracked object
Object 73,188,74,207,91,197.5,82.5,0,tracked object
