Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,20,86,38,107,29.0,96.5,0,tracked object
Object 21,22,171,40,180,31.0,175.5,0,tracked object
Object 10,24,39,45,53,34.5,46.0,0,tracked object
Object 13,66,112,90,137,78.0,124.5,0,tracked object
Object 3,93,35,119,59,106.0,47.0,0,tracked object
Object 14,103,136,160,170,131.5,153.0,0,tracked object
Object 1,147,81,173,106,160.0,93.5,0,tracked object
Object 22,179,15,198,37,188.5,26.0,0,tracked object
Object 19,207,171,230,180,218.5,175.5,0,tracked object
Object 20,232,76,240,94,236.0,85.0,0,tracked object
