Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,86,141,134,166,110.0,153.5,0,tracked object
Object 99,127,96,148,118,137.5,107.0,0,tracked object
Object 13,54,116,75,137,64.5,126.5,0,tracked object
Object 117,161,42,178,62,169.5,52.0,0,tracked object
Object 118,84,50,109,72,96.5,61.0,0,tracked object
Object 124,8,86,27,107,17.5,96.5,0,tracked object
Object 122,168,171,187,180,177.5,175.5,0,tracked object
Object 126,15,39,37,55,26.0,47.0,0,tracked object
Object 128,197,99,217,122,207.0,110.5,0,tracked object
Object 125,5,163,27,180,16.0,171.5,0,tracked object
