Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,0,36,21,46,10.5,41.0,0,tracked object
Object 199,7,70,25,86,16.0,78.0,0,tracked object
Object 224,24,133,41,143,32.5,138.0,0,tracked object
Object 217,52,75,68,92,60.0,83.5,0,tracked object
Object 194,56,24,72,39,64.0,31.5,0,tracked object
Object 201,80,74,111,102,95.5,88.0,0,tracked object
Object 99,95,43,109,57,102.0,50.0,0,tracked object
Object 219,105,3,116,16,110.5,9.5,0,tracked object
Object 221,140,84,155,100,147.5,92.0,0,tracked object
Object 220,140,31,157,44,148.5,37.5,0,tracked object
Object 225,177,154,240,179,208.5,166.5,0,tracked object
Object 223,199,0,240,103,219.5,51.5,0,tracked object
