Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 137,18,152,39,170,28.5,161.0,0,tracked object
Object 124,35,76,57,98,46.0,87.0,0,tracked object
Object 134,52,32,75,51,63.5,41.5,0,tracked object
Object 13,77,113,98,133,87.5,123.0,0,tracked object
Object 36,103,142,143,160,123.0,151.0,0,tracked object
Object 135,117,62,137,81,127.0,71.5,0,tracked object
Object 99,145,106,160,124,152.5,115.0,0,tracked object
Object 132,162,170,178,180,170.0,175.0,0,tracked object
Object 136,178,68,190,84,184.0,76.0,0,tracked object
Object 133,195,116,207,134,201.0,125.0,0,tracked object
Object 138,230,160,239,180,234.5,170.0,0,new object
