Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,33,54,56,67,44.5,60.5,0,tracked object
Object 124,38,96,57,114,47.5,105.0,0,tracked object
Object 148,49,166,68,180,58.5,173.0,0,tracked object
Object 13,87,112,106,132,96.5,122.0,0,tracked object
Object 135,98,49,121,69,109.5,59.0,0,tracked object
Object 36,119,122,160,151,139.5,136.5,0,tracked object
Object 99,146,82,165,101,155.5,91.5,0,tracked object
Object 156,166,29,180,47,173.0,38.0,0,tracked object
Object 152,193,141,211,159,202.0,150.0,0,tracked object
Object 157,207,73,227,92,217.0,82.5,0,tracked object
