Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,29,50,49,70,39.0,60.0,0,tracked object
Object 134,30,8,54,20,42.0,14.0,0,tracked object
Object 131,33,133,53,150,43.0,141.5,0,tracked object
Object 13,81,67,103,89,92.0,78.0,0,tracked object
Object 135,100,5,123,23,111.5,14.0,0,tracked object
Object 36,116,80,161,112,138.5,96.0,0,tracked object
Object 99,147,39,167,58,157.0,48.5,0,tracked object
Object 136,168,0,180,9,174.0,4.5,0,new object
Object 132,196,105,214,126,205.0,115.5,0,tracked object
Object 133,207,36,226,57,216.5,46.5,0,tracked object
