Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 319,40,52,60,63,50.0,57.5,0,tracked object
Object 282,46,91,65,109,55.5,100.0,0,tracked object
Object 323,61,163,80,177,70.5,170.0,0,tracked object
Object 281,95,101,114,122,104.5,111.5,0,tracked object
Object 318,101,37,121,56,111.0,46.5,0,tracked object
Object 303,128,104,171,138,149.5,121.0,0,tracked object
Object 317,151,62,171,81,161.0,71.5,0,tracked object
Object 320,163,9,178,25,170.5,17.0,0,tracked object
Object 325,211,120,232,142,221.5,131.0,0,tracked object
Object 324,212,45,236,65,224.0,55.0,0,tracked object
