Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,37,56,60,70,48.5,63.0,0,tracked object
Object 124,40,100,60,119,50.0,109.5,0,tracked object
Object 148,50,172,69,180,59.5,176.0,0,tracked object
Object 13,91,119,111,139,101.0,129.0,0,tracked object
Object 135,106,53,128,75,117.0,64.0,0,tracked object
Object 36,124,132,167,160,145.5,146.0,0,tracked object
Object 99,154,90,174,109,164.0,99.5,0,tracked object
Object 156,176,34,190,53,183.0,43.5,0,tracked object
Object 152,201,152,219,171,210.0,161.5,0,tracked object
Object 157,217,81,238,103,227.5,92.0,0,tracked object
