Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 134,29,29,54,42,41.5,35.5,0,tracked object
Object 124,31,72,52,92,41.5,82.0,0,tracked object
Object 131,39,150,59,166,49.0,158.0,0,tracked object
Object 13,83,90,105,111,94.0,100.5,0,tracked object
Object 135,100,27,122,45,111.0,36.0,0,tracked object
Object 36,117,101,158,131,137.5,116.0,0,tracked object
Object 99,146,61,165,79,155.5,70.0,0,tracked object
Object 136,166,12,180,29,173.0,20.5,0,tracked object
Object 132,191,122,208,141,199.5,131.5,0,tracked object
Object 133,203,56,222,75,212.5,65.5,0,tracked object
