Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,64,54,85,65,74.5,59.5,0,tracked object
Object 40,69,91,87,107,78.0,99.0,0,tracked object
Object 71,79,157,96,171,87.5,164.0,0,tracked object
Object 13,115,103,133,122,124.0,112.5,0,tracked object
Object 48,124,45,143,63,133.5,54.0,0,tracked object
Object 36,145,110,184,139,164.5,124.5,0,tracked object
Object 43,168,72,186,89,177.0,80.5,0,tracked object
Object 70,182,22,196,38,189.0,30.0,0,tracked object
Object 72,218,127,237,148,227.5,137.5,0,tracked object
Object 73,224,59,240,77,232.0,68.0,0,tracked object
