Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,13,137,32,154,22.5,145.5,0,tracked object
Object 40,13,58,32,77,22.5,67.5,0,tracked object
Object 54,18,18,39,30,28.5,24.0,0,tracked object
Object 13,59,77,81,98,70.0,87.5,0,tracked object
Object 48,82,20,103,37,92.5,28.5,0,tracked object
Object 36,92,93,135,121,113.5,107.0,0,tracked object
Object 43,124,54,142,71,133.0,62.5,0,tracked object
Object 60,146,10,159,25,152.5,17.5,0,tracked object
Object 64,169,118,187,138,178.0,128.0,0,tracked object
Object 65,182,52,201,71,191.5,61.5,0,tracked object
