Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 112,22,21,43,32,32.5,26.5,0,tracked object
Object 114,25,60,43,77,34.0,68.5,0,tracked object
Object 115,35,130,53,145,44.0,137.5,0,tracked object
Object 13,71,71,91,90,81.0,80.5,0,tracked object
Object 48,84,13,103,30,93.5,21.5,0,tracked object
Object 36,103,77,143,108,123.0,92.5,0,tracked object
Object 99,128,40,146,56,137.0,48.0,0,tracked object
Object 106,145,0,158,8,151.5,4.0,0,tracked object
Object 116,178,96,197,116,187.5,106.0,0,tracked object
Object 107,185,31,206,49,195.5,40.0,0,tracked object
