Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 87,0,168,11,180,5.5,174.0,0,new object
Object 84,32,93,48,112,40.0,102.5,0,tracked object
Object 40,70,39,88,60,79.0,49.5,0,tracked object
Object 13,91,84,108,102,99.5,93.0,0,tracked object
Object 76,101,11,116,30,108.5,20.5,0,tracked object
Object 36,103,118,140,137,121.5,127.5,0,tracked object
Object 48,141,55,159,72,150.0,63.5,0,tracked object
Object 80,144,166,161,180,152.5,173.0,0,tracked object
Object 43,151,100,166,117,158.5,108.5,0,tracked object
Object 81,193,79,205,94,199.0,86.5,0,tracked object
Object 82,194,128,204,148,199.0,138.0,0,tracked object
