Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,27,115,50,138,38.5,126.5,0,tracked object
Object 40,62,31,89,61,75.5,46.0,0,tracked object
Object 54,103,0,122,10,112.5,5.0,0,tracked object
Object 13,104,88,127,113,115.5,100.5,0,tracked object
Object 36,127,131,173,146,150.0,138.5,0,tracked object
Object 48,167,39,189,62,178.0,50.5,0,tracked object
Object 66,181,171,198,180,189.5,175.5,0,tracked object
Object 43,184,98,203,118,193.5,108.0,0,tracked object
Object 60,231,63,240,82,235.5,72.5,0,tracked object
Object 65,232,120,237,142,234.5,131.0,0,tracked object
