Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,166,19,187,37,176.5,28.0,0,tracked object
Object 194,122,0,137,6,129.5,3.0,0,tracked object
Object 201,138,59,181,87,159.5,73.0,0,tracked object
Object 217,106,48,126,67,116.0,57.5,0,tracked object
Object 226,59,34,77,51,68.0,42.5,0,tracked object
Object 227,53,0,75,7,64.0,3.5,0,tracked object
Object 234,215,85,235,105,225.0,95.0,0,tracked object
Object 235,70,102,87,116,78.5,109.0,0,tracked object
Object 236,0,149,89,179,44.5,164.0,0,tracked object
Object 233,229,14,240,29,234.5,21.5,0,tracked object
