Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,167,50,188,70,177.5,60.0,0,tracked object
Object 194,115,13,140,34,127.5,23.5,0,tracked object
Object 199,96,82,120,106,108.0,94.0,0,tracked object
Object 200,230,45,240,60,235.0,52.5,0,tracked object
Object 201,135,95,183,131,159.0,113.0,0,tracked object
Object 208,220,120,238,143,229.0,131.5,0,tracked object
Object 211,40,64,61,85,50.5,74.5,0,tracked object
Object 212,45,150,68,170,56.5,160.0,0,tracked object
Object 213,39,18,65,31,52.0,24.5,0,tracked object
Object 214,187,0,201,15,194.0,7.5,0,tracked object
