Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 10,50,11,76,24,63.0,17.5,0,tracked object
Object 11,50,55,73,76,61.5,65.5,0,tracked object
Object 21,55,143,78,161,66.5,152.0,0,tracked object
Object 13,108,74,132,97,120.0,85.5,0,tracked object
Object 3,126,9,150,27,138.0,18.0,0,tracked object
Object 14,145,88,191,121,168.0,104.5,0,tracked object
Object 1,176,45,195,64,185.5,54.5,0,tracked object
Object 17,193,0,206,14,199.5,7.0,0,tracked object
Object 19,223,112,240,134,231.5,123.0,0,tracked object
Object 20,233,42,240,55,236.5,48.5,0,tracked object
