Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 53,14,125,36,147,25.0,136.0,0,tracked object
Object 40,28,36,51,58,39.5,47.0,0,tracked object
Object 49,46,0,68,7,57.0,3.5,0,tracked object
Object 13,77,69,103,93,90.0,81.0,0,tracked object
Object 36,112,100,160,125,136.0,112.5,0,tracked object
Object 48,117,10,141,30,129.0,20.0,0,tracked object
Object 43,157,57,176,78,166.5,67.5,0,tracked object
Object 52,188,136,207,157,197.5,146.5,0,tracked object
Object 50,189,14,202,32,195.5,23.0,0,tracked object
Object 51,217,68,234,91,225.5,79.5,0,tracked object
