Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,24,56,43,67,33.5,61.5,0,tracked object
Object 226,31,95,48,112,39.5,103.5,0,tracked object
Object 235,46,162,63,175,54.5,168.5,0,new object
Object 217,76,107,94,127,85.0,117.0,0,tracked object
Object 194,82,43,103,63,92.5,53.0,0,tracked object
Object 201,108,113,149,145,128.5,129.0,0,tracked object
Object 99,131,71,151,90,141.0,80.5,0,tracked object
Object 232,146,14,162,32,154.0,23.0,0,tracked object
Object 234,189,131,210,152,199.5,141.5,0,tracked object
Object 233,196,55,221,76,208.5,65.5,0,tracked object
