Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 165,46,123,63,140,54.5,131.5,0,tracked object
Object 167,57,57,76,77,66.5,67.0,0,tracked object
Object 170,68,13,91,32,79.5,22.5,0,tracked object
Object 13,98,90,117,108,107.5,99.0,0,tracked object
Object 36,122,117,161,132,141.5,124.5,0,tracked object
Object 135,136,39,156,59,146.0,49.0,0,tracked object
Object 99,164,84,180,101,172.0,92.5,0,tracked object
Object 163,179,145,196,160,187.5,152.5,0,tracked object
Object 156,200,45,214,62,207.0,53.5,0,tracked object
Object 162,215,95,230,114,222.5,104.5,0,tracked object
