Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 183,0,123,116,180,58.0,151.5,0,tracked object
Object 176,24,57,43,76,33.5,66.5,0,tracked object
Object 184,53,0,77,14,65.0,7.0,0,new object
Object 173,88,38,109,58,98.5,48.0,0,tracked object
Object 36,107,73,149,90,128.0,81.5,0,tracked object
Object 135,148,0,172,20,160.0,10.0,0,tracked object
Object 182,154,114,171,127,162.5,120.5,0,tracked object
Object 99,161,51,179,69,170.0,60.0,0,tracked object
Object 181,191,128,240,180,215.5,154.0,0,tracked object
Object 175,208,78,220,97,214.0,87.5,0,tracked object
Object 156,212,28,228,45,220.0,36.5,0,tracked object
