Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,48,155,68,172,58.0,163.5,0,tracked object
Object 40,51,79,71,98,61.0,88.5,0,tracked object
Object 67,56,36,79,50,67.5,43.0,0,tracked object
Object 13,98,104,120,124,109.0,114.0,0,tracked object
Object 48,125,43,146,63,135.5,53.0,0,tracked object
Object 36,130,124,173,150,151.5,137.0,0,tracked object
Object 43,166,84,185,103,175.5,93.5,0,tracked object
Object 70,192,35,206,53,199.0,44.0,0,tracked object
Object 72,203,151,221,170,212.0,160.5,0,tracked object
Object 73,226,84,240,105,233.0,94.5,0,tracked object
