Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,66,55,87,66,76.5,60.5,0,tracked object
Object 40,71,93,89,110,80.0,101.5,0,tracked object
Object 71,81,161,99,175,90.0,168.0,0,tracked object
Object 13,118,105,136,125,127.0,115.0,0,tracked object
Object 48,125,46,146,64,135.5,55.0,0,tracked object
Object 36,149,112,189,143,169.0,127.5,0,tracked object
Object 43,173,73,191,90,182.0,81.5,0,tracked object
Object 70,186,21,200,37,193.0,29.0,0,tracked object
Object 72,225,129,240,150,232.5,139.5,0,tracked object
Object 73,230,58,240,73,235.0,65.5,0,tracked object
