Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,55,143,73,159,64.0,151.0,0,tracked object
Object 124,60,74,79,91,69.5,82.5,0,tracked object
Object 141,65,36,86,49,75.5,42.5,0,tracked object
Object 13,103,97,121,114,112.0,105.5,0,tracked object
Object 135,126,47,144,63,135.0,55.0,0,tracked object
Object 36,130,115,166,137,148.0,126.0,0,tracked object
Object 99,160,81,176,97,168.0,89.0,0,tracked object
Object 146,182,41,194,56,188.0,48.5,0,tracked object
Object 147,191,138,206,155,198.5,146.5,0,tracked object
Object 149,209,82,224,100,216.5,91.0,0,tracked object
