Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,65,39,89,51,77.0,45.0,0,tracked object
Object 282,72,78,93,96,82.5,87.0,0,tracked object
Object 332,85,147,104,159,94.5,153.0,0,tracked object
Object 281,123,90,141,108,132.0,99.0,0,tracked object
Object 326,131,33,151,50,141.0,41.5,0,tracked object
Object 303,153,94,188,123,170.5,108.5,0,tracked object
Object 329,174,60,190,76,182.0,68.0,0,tracked object
Object 330,186,15,198,29,192.0,22.0,0,tracked object
Object 331,216,109,231,126,223.5,117.5,0,tracked object
Object 333,221,50,239,67,230.0,58.5,0,tracked object
