Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 71,33,163,54,180,43.5,171.5,0,tracked object
Object 40,37,80,58,101,47.5,90.5,0,tracked object
Object 67,44,33,69,49,56.5,41.0,0,tracked object
Object 13,87,109,111,131,99.0,120.0,0,tracked object
Object 48,118,44,142,65,130.0,54.5,0,tracked object
Object 36,122,132,169,159,145.5,145.5,0,tracked object
Object 43,162,88,183,109,172.5,98.5,0,tracked object
Object 70,192,37,206,56,199.0,46.5,0,tracked object
Object 72,200,161,220,180,210.0,170.5,0,tracked object
Object 73,226,90,240,112,233.0,101.0,0,tracked object
