Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,126,72,180,36.0,153.0,0,tracked object
Object 137,49,66,68,86,58.5,76.0,0,tracked object
Object 124,91,6,112,31,101.5,18.5,0,tracked object
Object 13,115,56,134,76,124.5,66.0,0,tracked object
Object 36,127,91,164,109,145.5,100.0,0,tracked object
Object 132,164,135,179,148,171.5,141.5,0,tracked object
Object 135,171,27,188,45,179.5,36.0,0,tracked object
Object 99,176,75,192,90,184.0,82.5,0,tracked object
Object 138,201,152,240,180,220.5,166.0,0,tracked object
Object 133,214,102,224,120,219.0,111.0,0,tracked object
Object 136,220,56,232,71,226.0,63.5,0,tracked object
