Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,31,145,53,167,42.0,156.0,0,tracked object
Object 40,55,62,79,87,67.0,74.5,0,tracked object
Object 54,77,18,101,38,89.0,28.0,0,tracked object
Object 13,99,106,123,129,111.0,117.5,0,tracked object
Object 36,128,141,171,160,149.5,150.5,0,tracked object
Object 48,147,53,168,74,157.5,63.5,0,tracked object
Object 43,175,103,192,122,183.5,112.5,0,tracked object
Object 64,193,175,206,180,199.5,177.5,0,tracked object
Object 60,210,63,223,81,216.5,72.0,0,tracked object
Object 65,226,116,240,138,233.0,127.0,0,tracked object
