Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,26,39,50,54,38.0,46.5,0,tracked object
Object 124,31,86,51,105,41.0,95.5,0,tracked object
Object 137,44,159,62,173,53.0,166.0,0,tracked object
Object 13,82,107,104,128,93.0,117.5,0,tracked object
Object 135,98,36,124,59,111.0,47.5,0,tracked object
Object 36,117,125,164,152,140.5,138.5,0,tracked object
Object 99,151,79,174,101,162.5,90.0,0,tracked object
Object 146,180,15,198,37,189.0,26.0,0,tracked object
Object 142,200,150,221,169,210.5,159.5,0,tracked object
Object 144,226,73,240,94,233.0,83.5,0,tracked object
