Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 91,27,123,49,143,38.0,133.0,0,tracked object
Object 40,38,34,62,57,50.0,45.5,0,tracked object
Object 76,64,0,78,3,71.0,1.5,0,tracked object
Object 13,90,70,115,93,102.5,81.5,0,tracked object
Object 36,124,101,173,125,148.5,113.0,0,tracked object
Object 48,132,5,157,28,144.5,16.5,0,tracked object
Object 43,172,56,192,80,182.0,68.0,0,tracked object
Object 92,198,135,219,157,208.5,146.0,0,tracked object
Object 93,209,9,222,31,215.5,20.0,0,new object
Object 94,234,68,240,86,237.0,77.0,0,new object
