Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,31,139,54,161,42.5,150.0,0,tracked object
Object 40,54,56,78,80,66.0,68.0,0,tracked object
Object 54,74,12,98,32,86.0,22.0,0,tracked object
Object 13,99,98,122,120,110.5,109.0,0,tracked object
Object 36,128,131,172,151,150.0,141.0,0,tracked object
Object 48,144,43,165,64,154.5,53.5,0,tracked object
Object 43,174,93,191,112,182.5,102.5,0,tracked object
Object 64,192,166,208,180,200.0,173.0,0,tracked object
Object 60,208,53,220,70,214.0,61.5,0,tracked object
Object 65,226,105,240,128,233.0,116.5,0,tracked object
