Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 139,0,169,11,180,5.5,174.5,0,tracked object
Object 137,19,77,37,102,28.0,89.5,0,tracked object
Object 124,76,20,98,51,87.0,35.5,0,tracked object
Object 13,92,89,115,111,103.5,100.0,0,tracked object
Object 36,98,127,140,154,119.0,140.5,0,tracked object
Object 141,130,0,147,19,138.5,9.5,0,tracked object
Object 99,159,123,178,140,168.5,131.5,0,tracked object
Object 135,165,65,187,88,176.0,76.5,0,tracked object
Object 133,195,158,207,176,201.0,167.0,0,tracked object
Object 136,215,110,230,127,222.5,118.5,0,tracked object
