Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 124,32,53,52,72,42.0,62.5,0,tracked object
Object 134,33,12,57,24,45.0,18.0,0,tracked object
Object 131,34,132,54,149,44.0,140.5,0,tracked object
Object 13,82,70,103,92,92.5,81.0,0,tracked object
Object 135,102,10,123,28,112.5,19.0,0,tracked object
Object 36,115,84,158,114,136.5,99.0,0,tracked object
Object 99,146,45,165,63,155.5,54.0,0,tracked object
Object 136,166,0,180,16,173.0,8.0,0,tracked object
Object 132,192,109,209,129,200.5,119.0,0,tracked object
Object 133,204,42,222,62,213.0,52.0,0,tracked object
