Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,128,70,149,91,138.5,80.5,0,tracked object
Object 194,78,30,102,53,90.0,41.5,0,tracked object
Object 201,94,116,142,148,118.0,132.0,0,tracked object
Object 217,57,101,80,124,68.5,112.5,0,tracked object
Object 220,195,65,216,87,205.5,76.0,0,tracked object
Object 221,179,140,198,161,188.5,150.5,0,tracked object
Object 226,6,80,26,101,16.0,90.5,0,tracked object
Object 227,6,33,30,47,18.0,40.0,0,tracked object
Object 229,153,16,168,34,160.5,25.0,0,tracked object
Object 230,12,163,34,180,23.0,171.5,0,new object
