Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 99,146,46,169,67,157.5,56.5,0,tracked object
Object 194,92,5,119,27,105.5,16.0,0,tracked object
Object 201,110,93,160,127,135.0,110.0,0,tracked object
Object 217,71,78,96,101,83.5,89.5,0,tracked object
Object 220,215,43,237,66,226.0,54.5,0,tracked object
Object 221,196,120,217,143,206.5,131.5,0,tracked object
Object 226,17,58,38,79,27.5,68.5,0,tracked object
Object 227,17,10,43,24,30.0,17.0,0,tracked object
Object 229,170,0,190,10,180.0,5.0,0,tracked object
Object 230,23,143,45,163,34.0,153.0,0,tracked object
