Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 328,26,61,48,72,37.0,66.5,0,tracked object
Object 282,36,98,55,114,45.5,106.0,0,tracked object
Object 332,54,162,72,173,63.0,167.5,0,tracked object
Object 281,84,104,101,122,92.5,113.0,0,tracked object
Object 326,86,49,103,66,94.5,57.5,0,tracked object
Object 303,113,103,146,132,129.5,117.5,0,tracked object
Object 329,128,70,143,85,135.5,77.5,0,tracked object
Object 330,136,26,148,40,142.0,33.0,0,tracked object
Object 333,174,55,192,69,183.0,62.0,0,tracked object
Object 331,176,112,191,128,183.5,120.0,0,tracked object
