Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,75,74,106,106,90.5,90.0,0,tracked object
Object 99,125,87,140,102,132.5,94.5,0,tracked object
Object 13,83,44,102,61,92.5,52.5,0,tracked object
Object 124,90,0,102,12,96.0,6.0,0,tracked object
Object 135,143,41,161,59,152.0,50.0,0,tracked object
Object 156,173,93,188,105,180.5,99.0,0,tracked object
Object 162,145,131,159,148,152.0,139.5,0,tracked object
Object 163,86,136,102,150,94.0,143.0,0,tracked object
Object 166,0,144,20,180,10.0,162.0,0,tracked object
Object 165,29,17,42,39,35.5,28.0,0,tracked object
