Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,42,62,61,72,51.5,67.0,0,tracked object
Object 40,46,96,62,110,54.0,103.0,0,tracked object
Object 71,53,155,69,167,61.0,161.0,0,tracked object
Object 13,86,109,101,124,93.5,116.5,0,tracked object
Object 48,96,59,112,74,104.0,66.5,0,tracked object
Object 36,111,116,144,140,127.5,128.0,0,tracked object
Object 43,133,84,148,98,140.5,91.0,0,tracked object
Object 70,148,42,159,55,153.5,48.5,0,tracked object
Object 72,173,131,189,148,181.0,139.5,0,tracked object
Object 73,182,75,200,91,191.0,83.0,0,tracked object
