Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 13,112,64,130,84,121.0,74.0,0,tracked object
Object 36,129,100,169,118,149.0,109.0,0,tracked object
Object 40,84,19,104,41,94.0,30.0,0,tracked object
Object 43,179,76,195,94,187.0,85.0,0,tracked object
Object 48,164,28,182,46,173.0,37.0,0,tracked object
Object 75,48,81,67,102,57.5,91.5,0,tracked object
Object 76,119,0,131,5,125.0,2.5,0,tracked object
Object 77,177,147,194,164,185.5,155.5,0,tracked object
Object 78,225,102,237,124,231.0,113.0,0,tracked object
Object 79,221,50,234,67,227.5,58.5,0,tracked object
