Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,28,47,45,57,36.5,52.0,0,tracked object
Object 40,29,79,44,92,36.5,85.5,0,tracked object
Object 71,33,133,48,145,40.5,139.0,0,tracked object
Object 13,65,92,79,106,72.0,99.0,0,tracked object
Object 48,78,48,93,61,85.5,54.5,0,tracked object
Object 36,88,100,117,121,102.5,110.5,0,tracked object
Object 43,108,72,122,85,115.0,78.5,0,tracked object
Object 70,125,35,135,48,130.0,41.5,0,tracked object
Object 72,142,116,156,130,149.0,123.0,0,tracked object
Object 73,153,67,169,81,161.0,74.0,0,tracked object
Object 74,206,40,240,144,223.0,92.0,0,tracked object
