Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,44,53,66,74,55.0,63.5,0,tracked object
Object 10,45,7,72,21,58.5,14.0,0,tracked object
Object 21,47,139,69,156,58.0,147.5,0,tracked object
Object 13,99,76,123,97,111.0,86.5,0,tracked object
Object 3,122,11,145,30,133.5,20.5,0,tracked object
Object 14,134,92,178,121,156.0,106.5,0,tracked object
Object 1,168,50,186,69,177.0,59.5,0,tracked object
Object 17,189,3,202,20,195.5,11.5,0,tracked object
Object 19,208,116,225,136,216.5,126.0,0,tracked object
Object 20,224,50,240,71,232.0,60.5,0,tracked object
