Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,38,8,61,20,49.5,14.0,0,tracked object
Object 226,41,49,61,66,51.0,57.5,0,tracked object
Object 228,48,122,68,137,58.0,129.5,0,tracked object
Object 217,91,62,111,83,101.0,72.5,0,tracked object
Object 194,105,4,126,22,115.5,13.0,0,tracked object
Object 201,123,73,162,102,142.5,87.5,0,tracked object
Object 99,149,35,167,52,158.0,43.5,0,tracked object
Object 229,169,0,179,6,174.0,3.0,0,new object
Object 221,193,93,210,112,201.5,102.5,0,tracked object
Object 220,204,31,222,49,213.0,40.0,0,tracked object
