Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 281,77,97,100,121,88.5,109.0,0,tracked object
Object 303,116,98,161,137,138.5,117.5,0,tracked object
Object 326,82,24,107,46,94.5,35.0,0,tracked object
Object 329,139,53,161,73,150.0,63.0,0,tracked object
Object 330,152,0,168,14,160.0,7.0,0,tracked object
Object 331,201,112,219,134,210.0,123.0,0,tracked object
Object 332,39,171,61,180,50.0,175.5,0,tracked object
Object 333,201,38,223,58,212.0,48.0,0,tracked object
Object 337,7,40,33,54,20.0,47.0,0,tracked object
Object 282,14,87,40,111,27.0,99.0,0,tracked object
