Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 216,7,77,26,87,16.5,82.0,0,tracked object
Object 199,18,110,35,125,26.5,117.5,0,tracked object
Object 224,39,166,56,177,47.5,171.5,0,tracked object
Object 194,60,63,74,78,67.0,70.5,0,tracked object
Object 217,62,112,76,128,69.0,120.0,0,tracked object
Object 201,88,106,115,134,101.5,120.0,0,tracked object
Object 99,97,77,111,91,104.0,84.0,0,tracked object
Object 219,101,38,112,50,106.5,44.0,0,tracked object
Object 220,137,60,154,72,145.5,66.0,0,tracked object
Object 221,144,111,158,126,151.0,118.5,0,tracked object
Object 223,189,19,240,119,214.5,69.0,0,tracked object
Object 225,223,169,240,180,231.5,174.5,0,tracked object
