Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 134,28,33,54,46,41.0,39.5,0,tracked object
Object 124,30,79,51,99,40.5,89.0,0,tracked object
Object 131,38,159,59,175,48.5,167.0,0,tracked object
Object 13,84,99,106,120,95.0,109.5,0,tracked object
Object 135,102,33,125,52,113.5,42.5,0,tracked object
Object 36,118,111,162,142,140.0,126.5,0,tracked object
Object 99,150,69,169,88,159.5,78.5,0,tracked object
Object 136,172,18,185,35,178.5,26.5,0,tracked object
Object 132,195,132,212,152,203.5,142.0,0,tracked object
Object 133,209,64,228,85,218.5,74.5,0,tracked object
