Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 11,20,83,38,104,29.0,93.5,0,tracked object
Object 21,22,168,41,180,31.5,174.0,0,tracked object
Object 10,24,36,45,50,34.5,43.0,0,tracked object
Object 13,67,107,91,131,79.0,119.0,0,tracked object
Object 3,92,30,118,54,105.0,42.0,0,tracked object
Object 14,104,128,161,163,132.5,145.5,0,tracked object
Object 1,146,74,172,98,159.0,86.0,0,tracked object
Object 22,176,11,194,31,185.0,21.0,0,tracked object
Object 19,206,161,232,180,219.0,170.5,0,tracked object
Object 20,229,68,240,86,234.5,77.0,0,tracked object
