Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 36,71,97,111,110,91.0,103.5,0,tracked object
Object 99,120,69,139,86,129.5,77.5,0,tracked object
Object 135,101,17,125,39,113.0,28.0,0,tracked object
Object 156,170,38,185,55,177.5,46.5,0,tracked object
Object 172,13,17,34,42,23.5,29.5,0,tracked object
Object 173,49,63,69,82,59.0,72.5,0,tracked object
Object 175,169,89,186,107,177.5,98.0,0,tracked object
Object 176,0,92,9,106,4.5,99.0,0,tracked object
Object 181,169,89,240,180,204.5,134.5,0,tracked object
Object 182,124,132,140,145,132.0,138.5,0,tracked object
Object 183,0,166,27,180,13.5,173.0,0,new object
