Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 312,27,141,47,160,37.0,150.5,0,tracked object
Object 303,113,114,159,138,136.0,126.0,0,tracked object
Object 300,113,31,137,50,125.0,40.5,0,tracked object
Object 301,153,73,173,92,163.0,82.5,0,tracked object
Object 310,45,18,68,33,56.5,25.5,0,tracked object
Object 313,182,28,196,45,189.0,36.5,0,tracked object
Object 314,214,78,231,99,222.5,88.5,0,new object
Object 281,81,90,104,110,92.5,100.0,0,tracked object
Object 315,188,145,207,165,197.5,155.0,0,new object
Object 282,35,59,57,82,46.0,70.5,0,tracked object
