Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 166,0,154,17,180,8.5,167.0,0,tracked object
Object 165,20,29,32,50,26.0,39.5,0,tracked object
Object 36,73,81,107,111,90.0,96.0,0,tracked object
Object 13,77,50,96,67,86.5,58.5,0,tracked object
Object 124,77,0,95,18,86.0,9.0,0,tracked object
Object 163,91,141,107,155,99.0,148.0,0,tracked object
Object 99,124,88,140,103,132.0,95.5,0,tracked object
Object 160,127,0,133,3,130.0,1.5,0,tracked object
Object 135,137,41,155,59,146.0,50.0,0,tracked object
Object 162,150,129,162,146,156.0,137.5,0,tracked object
Object 156,173,87,186,100,179.5,93.5,0,tracked object
Object 164,193,173,212,180,202.5,176.5,0,tracked object
