Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,29,49,46,59,37.5,54.0,0,tracked object
Object 40,30,81,44,94,37.0,87.5,0,tracked object
Object 71,34,136,48,147,41.0,141.5,0,tracked object
Object 13,66,94,80,108,73.0,101.0,0,tracked object
Object 48,78,50,93,63,85.5,56.5,0,tracked object
Object 36,88,103,118,123,103.0,113.0,0,tracked object
Object 43,109,75,123,88,116.0,81.5,0,tracked object
Object 70,126,37,137,50,131.5,43.5,0,tracked object
Object 72,143,119,157,133,150.0,126.0,0,tracked object
Object 73,154,70,169,83,161.5,76.5,0,tracked object
Object 74,207,43,240,147,223.5,95.0,0,tracked object
