Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 67,41,43,59,54,50.0,48.5,0,tracked object
Object 40,42,77,57,92,49.5,84.5,0,tracked object
Object 71,45,136,60,148,52.5,142.0,0,tracked object
Object 13,80,93,95,107,87.5,100.0,0,tracked object
Object 48,94,44,111,59,102.5,51.5,0,tracked object
Object 36,104,102,136,124,120.0,113.0,0,tracked object
Object 43,128,72,142,86,135.0,79.0,0,tracked object
Object 70,146,33,157,46,151.5,39.5,0,tracked object
Object 72,162,120,177,135,169.5,127.5,0,tracked object
Object 73,175,68,191,84,183.0,76.0,0,tracked object
Object 74,227,86,240,151,233.5,118.5,0,tracked object
