Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,27,144,48,163,37.5,153.5,0,tracked object
Object 40,32,62,53,81,42.5,71.5,0,tracked object
Object 54,39,19,63,33,51.0,26.0,0,tracked object
Object 13,81,87,104,108,92.5,97.5,0,tracked object
Object 48,108,30,130,47,119.0,38.5,0,tracked object
Object 36,114,107,158,134,136.0,120.5,0,tracked object
Object 43,149,67,167,86,158.0,76.5,0,tracked object
Object 60,173,24,185,40,179.0,32.0,0,tracked object
Object 64,188,134,205,154,196.5,144.0,0,tracked object
Object 65,205,70,222,89,213.5,79.5,0,tracked object
