Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 141,5,28,26,41,15.5,34.5,0,tracked object
Object 124,8,72,26,91,17.0,81.5,0,tracked object
Object 137,19,145,37,161,28.0,153.0,0,tracked object
Object 13,54,90,74,111,64.0,100.5,0,tracked object
Object 135,69,21,93,42,81.0,31.5,0,tracked object
Object 36,87,105,133,134,110.0,119.5,0,tracked object
Object 99,119,59,141,80,130.0,69.5,0,tracked object
Object 146,146,0,164,19,155.0,9.5,0,tracked object
Object 142,172,131,194,152,183.0,141.5,0,tracked object
Object 144,193,52,218,76,205.5,64.0,0,tracked object
