Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 63,11,138,30,155,20.5,146.5,0,tracked object
Object 40,11,59,30,78,20.5,68.5,0,tracked object
Object 54,16,19,37,31,26.5,25.0,0,tracked object
Object 13,57,78,78,99,67.5,88.5,0,tracked object
Object 48,79,20,100,37,89.5,28.5,0,tracked object
Object 36,89,93,132,122,110.5,107.5,0,tracked object
Object 43,121,54,140,72,130.5,63.0,0,tracked object
Object 60,143,10,157,25,150.0,17.5,0,tracked object
Object 64,167,118,185,138,176.0,128.0,0,tracked object
Object 65,180,52,199,71,189.5,61.5,0,tracked object
