Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,13,137,32,156,22.5,146.5,0,tracked object
Object 124,32,64,53,86,42.5,75.0,0,tracked object
Object 141,51,23,72,42,61.5,32.5,0,tracked object
Object 13,70,102,90,122,80.0,112.0,0,tracked object
Object 36,95,133,134,149,114.5,141.0,0,tracked object
Object 135,112,54,131,72,121.5,63.0,0,tracked object
Object 99,137,99,154,116,145.5,107.5,0,tracked object
Object 147,154,165,170,180,162.0,172.5,0,tracked object
Object 146,172,62,184,79,178.0,70.5,0,tracked object
Object 149,188,111,201,130,194.5,120.5,0,tracked object
Object 150,224,149,239,180,231.5,164.5,0,tracked object
