Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 148,31,138,50,155,40.5,146.5,0,tracked object
Object 124,43,67,63,86,53.0,76.5,0,tracked object
Object 141,55,27,77,43,66.0,35.0,0,tracked object
Object 13,83,98,103,116,93.0,107.0,0,tracked object
Object 36,110,122,148,141,129.0,131.5,0,tracked object
Object 135,117,48,137,65,127.0,56.5,0,tracked object
Object 99,147,88,163,105,155.0,96.5,0,tracked object
Object 147,169,150,185,166,177.0,158.0,0,tracked object
Object 146,176,50,188,66,182.0,58.0,0,tracked object
Object 149,197,96,211,114,204.0,105.0,0,tracked object
Object 150,229,157,239,180,234.0,168.5,0,tracked object
