Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 309,34,159,53,175,43.5,167.0,0,tracked object
Object 282,35,83,55,103,45.0,93.0,0,tracked object
Object 307,39,38,63,54,51.0,46.0,0,tracked object
Object 281,82,111,103,130,92.5,120.5,0,tracked object
Object 300,110,49,132,70,121.0,59.5,0,tracked object
Object 303,113,132,157,156,135.0,144.0,0,tracked object
Object 301,151,91,170,111,160.5,101.0,0,tracked object
Object 306,181,42,195,61,188.0,51.5,0,tracked object
Object 304,185,158,203,176,194.0,167.0,0,tracked object
Object 308,212,93,229,114,220.5,103.5,0,tracked object
