Object Name,X1,Y1,X2,Y2,Center X,Center Y,d,description
Object 227,57,36,77,48,67.0,42.0,0,tracked object
Object 226,61,74,78,89,69.5,81.5,0,tracked object
Object 235,70,136,85,149,77.5,142.5,0,tracked object
Object 217,104,89,121,107,112.5,98.0,0,tracked object
Object 194,115,31,135,50,125.0,40.5,0,tracked object
Object 201,132,101,170,126,151.0,113.5,0,tracked object
Object 99,158,63,177,81,167.5,72.0,0,tracked object
Object 232,178,12,192,29,185.0,20.5,0,tracked object
Object 234,203,123,222,142,212.5,132.5,0,tracked object
Object 233,219,56,240,77,229.5,66.5,0,tracked object
